siparis_id,urun_id,adet,iade_tarihi,neden,iade_edilen_tutar,iade_kargo_maliyeti,yeniden_satilabilir
S103275,U206,1,2026-05-12,üründen memnun kalmadım,4490.00,99.80,evet
S103345,U207,1,2026-05-12,beden uymadı,5490.00,103.01,hayır
S103526,U207,1,2026-05-12,hasarlı geldi,5490.00,88.88,hayır
S103708,U505,1,2026-05-12,geç teslimat,1390.00,96.07,evet
S103063,U106,1,2026-05-13,üründen memnun kalmadım,3990.00,89.15,evet
S103153,U408,2,2026-05-13,hasarlı geldi,1380.00,77.91,hayır
S103206,U304,1,2026-05-13,fikir değiştirdim,2490.00,145.29,evet
S103416,U504,1,2026-05-13,fikir değiştirdim,490.00,112.94,evet
S103436,U204,1,2026-05-13,fikir değiştirdim,2290.00,105.27,hayır
S103625,U103,1,2026-05-13,fikir değiştirdim,2303.00,98.14,evet
S103660,U406,1,2026-05-13,hasarlı geldi,990.00,83.30,hayır
S103916,U205,1,2026-05-13,beden uymadı,903.00,144.55,hayır
S102836,U201,1,2026-05-14,beden uymadı,2443.00,77.75,evet
S103096,U205,1,2026-05-14,beden uymadı,903.00,86.47,evet
S103131,U403,1,2026-05-14,üründen memnun kalmadım,2023.00,103.14,hayır
S103169,U306,1,2026-05-14,üründen memnun kalmadım,690.00,78.75,evet
S103234,U102,1,2026-05-14,üründen memnun kalmadım,8900.00,96.08,evet
S103341,U205,1,2026-05-14,beden uymadı,1290.00,109.78,hayır
S103997,U201,1,2026-05-14,beden uymadı,3490.00,84.08,hayır
S102889,U103,1,2026-05-15,üründen memnun kalmadım,3290.00,93.84,evet
S103057,U204,1,2026-05-15,beden uymadı,1603.00,92.36,hayır
S103108,U104,1,2026-05-15,fikir değiştirdim,2490.00,99.15,evet
S103217,U204,1,2026-05-15,geç teslimat,2290.00,91.00,hayır
S103847,U401,1,2026-05-15,fikir değiştirdim,6990.00,82.56,hayır
S103861,U501,1,2026-05-15,üründen memnun kalmadım,1190.00,101.54,hayır
S103885,U205,1,2026-05-15,beden uymadı,1290.00,158.62,hayır
S103924,U201,1,2026-05-15,fikir değiştirdim,3490.00,81.37,evet
S104019,U305,1,2026-05-15,yanlış ürün gönderildi,1183.00,96.14,evet
S104049,U201,2,2026-05-15,hasarlı geldi,4886.00,85.74,hayır
S103514,U201,1,2026-05-16,beden uymadı,3490.00,101.85,evet
S103567,U602,2,2026-05-16,fikir değiştirdim,580.00,100.83,evet
S103608,U205,1,2026-05-16,geç teslimat,1290.00,95.56,evet
S103623,U601,1,2026-05-16,üründen memnun kalmadım,1290.00,104.59,evet
S103637,U406,3,2026-05-16,hasarlı geldi,2970.00,119.77,evet
S104026,U201,1,2026-05-16,beden uymadı,3490.00,81.11,hayır
S103142,U408,3,2026-05-17,üründen memnun kalmadım,1449.00,80.88,evet
S103206,U606,1,2026-05-17,geç teslimat,490.00,149.20,evet
S103312,U603,1,2026-05-17,üründen memnun kalmadım,390.00,88.10,evet
S103361,U202,1,2026-05-17,beden uymadı,2790.00,114.62,hayır
S103818,U205,1,2026-05-17,beden uymadı,1290.00,98.78,hayır
S104001,U205,1,2026-05-17,hasarlı geldi,903.00,160.21,hayır
S104006,U405,1,2026-05-17,beden uymadı,1190.00,102.89,evet
S104072,U506,1,2026-05-17,üründen memnun kalmadım,890.00,89.79,evet
S104124,U502,1,2026-05-17,üründen memnun kalmadım,790.00,80.49,hayır
S103163,U101,1,2026-05-18,fikir değiştirdim,5490.00,89.20,hayır
S103284,U503,1,2026-05-18,hasarlı geldi,590.00,100.54,hayır
S103441,U506,1,2026-05-18,yanlış ürün gönderildi,890.00,105.41,evet
S103458,U205,1,2026-05-18,beden uymadı,1290.00,90.22,evet
S103489,U206,1,2026-05-18,beden uymadı,4490.00,157.45,hayır
S103747,U101,1,2026-05-18,üründen memnun kalmadım,5490.00,93.46,evet
S103777,U105,3,2026-05-18,geç teslimat,5670.00,80.53,evet
S103792,U202,1,2026-05-18,beden uymadı,2790.00,87.27,evet
S103896,U601,1,2026-05-18,hasarlı geldi,903.00,104.07,hayır
S104011,U502,1,2026-05-18,beden uymadı,790.00,146.29,evet
S104078,U201,1,2026-05-18,beden uymadı,3490.00,156.63,evet
S104176,U505,1,2026-05-18,üründen memnun kalmadım,1390.00,152.17,evet
S104212,U202,1,2026-05-18,beden uymadı,2790.00,119.81,evet
S103264,U503,1,2026-05-19,fikir değiştirdim,590.00,88.98,evet
S103277,U207,1,2026-05-19,fikir değiştirdim,5490.00,83.49,evet
S103308,U105,1,2026-05-19,üründen memnun kalmadım,1890.00,94.19,evet
S103579,U408,1,2026-05-19,üründen memnun kalmadım,690.00,80.72,evet
S103664,U407,1,2026-05-19,beden uymadı,1690.00,98.35,evet
S103762,U205,1,2026-05-19,beden uymadı,1290.00,105.77,evet
S104345,U202,1,2026-05-19,beden uymadı,2790.00,94.72,evet
S103415,U503,3,2026-05-20,fikir değiştirdim,1770.00,113.49,hayır
S103478,U206,1,2026-05-20,beden uymadı,3143.00,106.91,evet
S103522,U202,1,2026-05-20,beden uymadı,2790.00,107.20,evet
S103603,U201,1,2026-05-20,beden uymadı,3490.00,98.43,evet
S103632,U205,1,2026-05-20,hasarlı geldi,1290.00,158.52,hayır
S103748,U205,1,2026-05-20,beden uymadı,1290.00,100.55,evet
S103752,U203,1,2026-05-20,beden uymadı,3990.00,90.95,hayır
S103992,U604,2,2026-05-20,hasarlı geldi,826.00,162.64,evet
S104087,U203,1,2026-05-20,beden uymadı,3990.00,92.92,hayır
S104243,U206,1,2026-05-20,beden uymadı,4490.00,114.55,evet
S104256,U206,1,2026-05-20,beden uymadı,4490.00,81.65,evet
S104294,U207,1,2026-05-20,beden uymadı,3843.00,78.52,evet
S103276,U206,1,2026-05-21,beden uymadı,4490.00,102.59,evet
S103331,U304,1,2026-05-21,üründen memnun kalmadım,2490.00,93.63,evet
S103929,U202,1,2026-05-21,beden uymadı,2790.00,97.55,evet
S104290,U408,2,2026-05-21,fikir değiştirdim,1380.00,95.60,evet
S104404,U102,1,2026-05-21,geç teslimat,8900.00,78.91,evet
S103320,U602,2,2026-05-22,yanlış ürün gönderildi,580.00,104.29,hayır
S103405,U203,2,2026-05-22,geç teslimat,7980.00,149.78,evet
S103408,U202,1,2026-05-22,beden uymadı,2790.00,118.98,evet
S103483,U206,2,2026-05-22,fikir değiştirdim,8980.00,89.21,evet
S103618,U406,1,2026-05-22,fikir değiştirdim,990.00,101.59,evet
S103750,U406,1,2026-05-22,fikir değiştirdim,990.00,81.33,evet
S103659,U402,1,2026-05-23,yanlış ürün gönderildi,9900.00,77.97,hayır
S104106,U407,1,2026-05-23,fikir değiştirdim,1690.00,167.06,hayır
S104153,U407,1,2026-05-23,fikir değiştirdim,1690.00,80.77,evet
S104427,U201,1,2026-05-23,beden uymadı,2443.00,99.89,hayır
S104554,U405,1,2026-05-23,geç teslimat,1190.00,122.32,hayır
S104582,U502,2,2026-05-23,yanlış ürün gönderildi,1580.00,123.02,hayır
S104584,U201,1,2026-05-23,fikir değiştirdim,3490.00,83.38,evet
S103551,U106,1,2026-05-24,beden uymadı,3990.00,91.09,evet
S103622,U201,1,2026-05-24,beden uymadı,2443.00,108.43,evet
S103711,U204,1,2026-05-24,beden uymadı,2290.00,91.98,evet
S103807,U105,1,2026-05-24,fikir değiştirdim,1890.00,105.60,hayır
S103845,U506,2,2026-05-24,beden uymadı,1780.00,170.80,evet
S104296,U202,1,2026-05-24,geç teslimat,2790.00,110.65,hayır
S104535,U203,1,2026-05-24,beden uymadı,3990.00,79.94,hayır
S104604,U501,1,2026-05-24,fikir değiştirdim,833.00,80.04,hayır
S103568,U205,1,2026-05-25,fikir değiştirdim,1290.00,92.51,evet
S103636,U205,1,2026-05-25,beden uymadı,903.00,97.61,evet
S103696,U102,1,2026-05-25,üründen memnun kalmadım,8900.00,104.03,evet
S103964,U105,1,2026-05-25,beden uymadı,1890.00,84.81,evet
S104002,U201,1,2026-05-25,üründen memnun kalmadım,3490.00,103.87,hayır
S104401,U204,2,2026-05-25,beden uymadı,4580.00,92.76,evet
S103872,U204,1,2026-05-26,beden uymadı,2290.00,91.34,evet
S104008,U503,1,2026-05-26,üründen memnun kalmadım,590.00,84.78,evet
S104103,U203,1,2026-05-26,beden uymadı,3990.00,94.82,evet
S104112,U504,1,2026-05-26,üründen memnun kalmadım,490.00,77.94,evet
S104181,U606,1,2026-05-26,hasarlı geldi,343.00,89.11,hayır
S104208,U403,1,2026-05-26,fikir değiştirdim,2890.00,100.55,hayır
S104317,U204,1,2026-05-26,beden uymadı,2290.00,110.24,evet
S104476,U207,1,2026-05-26,beden uymadı,5490.00,87.09,hayır
S104497,U104,1,2026-05-26,fikir değiştirdim,2490.00,102.53,evet
S104660,U204,3,2026-05-26,üründen memnun kalmadım,4809.00,101.82,evet
S104853,U203,1,2026-05-26,beden uymadı,3990.00,113.35,evet
S103948,U207,2,2026-05-27,yanlış ürün gönderildi,10980.00,101.56,hayır
S104072,U207,1,2026-05-27,beden uymadı,5490.00,80.11,hayır
S104207,U101,1,2026-05-27,hasarlı geldi,5490.00,151.37,evet
S104211,U202,1,2026-05-27,beden uymadı,1953.00,83.18,evet
S104259,U401,1,2026-05-27,üründen memnun kalmadım,6990.00,80.22,evet
S104416,U202,1,2026-05-27,beden uymadı,2790.00,103.24,evet
S104570,U203,1,2026-05-27,beden uymadı,3990.00,113.37,evet
S104774,U506,2,2026-05-27,üründen memnun kalmadım,1780.00,160.97,evet
S105045,U405,3,2026-05-27,üründen memnun kalmadım,3570.00,80.94,evet
S103814,U606,1,2026-05-28,geç teslimat,490.00,102.45,hayır
S103828,U201,1,2026-05-28,hasarlı geldi,3490.00,86.93,hayır
S104012,U202,1,2026-05-28,fikir değiştirdim,2790.00,79.76,evet
S104071,U408,1,2026-05-28,hasarlı geldi,690.00,113.35,evet
S104423,U205,1,2026-05-28,beden uymadı,1290.00,81.96,hayır
S104911,U104,1,2026-05-28,fikir değiştirdim,2490.00,87.09,evet
S103963,U603,2,2026-05-29,fikir değiştirdim,546.00,167.30,evet
S104183,U408,2,2026-05-29,üründen memnun kalmadım,1380.00,116.26,evet
S104199,U205,1,2026-05-29,beden uymadı,1290.00,143.36,evet
S104395,U606,2,2026-05-29,geç teslimat,980.00,88.78,evet
S104415,U404,1,2026-05-29,geç teslimat,1490.00,154.57,hayır
S104497,U201,1,2026-05-29,beden uymadı,3490.00,93.73,hayır
S104568,U202,1,2026-05-29,beden uymadı,2790.00,88.52,hayır
S104698,U404,1,2026-05-29,üründen memnun kalmadım,1490.00,107.65,hayır
S104703,U602,2,2026-05-29,hasarlı geldi,580.00,102.86,hayır
S104715,U404,1,2026-05-29,üründen memnun kalmadım,1490.00,85.41,evet
S105174,U503,1,2026-05-29,hasarlı geldi,590.00,113.61,evet
S103885,U105,1,2026-05-30,beden uymadı,1890.00,173.11,evet
S103922,U104,1,2026-05-30,yanlış ürün gönderildi,2490.00,84.20,hayır
S103967,U206,1,2026-05-30,beden uymadı,4490.00,80.63,hayır
S104173,U104,1,2026-05-30,geç teslimat,2490.00,175.67,evet
S104479,U201,1,2026-05-30,üründen memnun kalmadım,3490.00,146.50,evet
S104573,U406,3,2026-05-30,beden uymadı,2970.00,113.67,evet
S104654,U605,1,2026-05-30,geç teslimat,890.00,149.14,hayır
S105066,U202,1,2026-05-30,fikir değiştirdim,1953.00,104.93,evet
S105139,U206,1,2026-05-30,hasarlı geldi,4490.00,78.36,hayır
S104486,U402,1,2026-05-31,fikir değiştirdim,9900.00,93.90,evet
S104512,U403,1,2026-05-31,üründen memnun kalmadım,2890.00,100.78,hayır
S104517,U406,1,2026-05-31,hasarlı geldi,990.00,102.07,evet
S104557,U206,1,2026-05-31,beden uymadı,4490.00,112.92,evet
S104858,U602,1,2026-05-31,üründen memnun kalmadım,290.00,98.89,evet
S104940,U203,1,2026-05-31,beden uymadı,3990.00,168.23,evet
S105021,U306,1,2026-05-31,fikir değiştirdim,690.00,88.12,evet
S105286,U602,1,2026-05-31,üründen memnun kalmadım,290.00,108.29,evet
S104137,U405,1,2026-06-01,fikir değiştirdim,1190.00,112.01,evet
S104403,U203,1,2026-06-01,beden uymadı,3990.00,89.18,evet
S104555,U603,3,2026-06-01,yanlış ürün gönderildi,1170.00,170.71,evet
S105216,U202,1,2026-06-01,beden uymadı,2790.00,98.92,evet
S105392,U204,1,2026-06-01,beden uymadı,2290.00,117.39,hayır
S104096,U201,1,2026-06-02,fikir değiştirdim,3490.00,96.96,evet
S104172,U201,1,2026-06-02,beden uymadı,3490.00,88.78,evet
S104204,U105,1,2026-06-02,üründen memnun kalmadım,1890.00,85.51,evet
S104222,U403,1,2026-06-02,yanlış ürün gönderildi,2890.00,99.36,hayır
S104386,U205,1,2026-06-02,beden uymadı,1290.00,98.60,hayır
S104523,U606,1,2026-06-02,hasarlı geldi,490.00,93.90,evet
S104543,U206,1,2026-06-02,fikir değiştirdim,4490.00,89.17,evet
S104889,U403,1,2026-06-02,yanlış ürün gönderildi,2890.00,88.17,hayır
S104188,U408,1,2026-06-03,geç teslimat,690.00,116.83,hayır
S104247,U106,1,2026-06-03,hasarlı geldi,3990.00,154.34,hayır
S104261,U203,1,2026-06-03,beden uymadı,3990.00,166.92,evet
S104813,U202,1,2026-06-03,beden uymadı,2790.00,84.98,hayır
S104879,U202,1,2026-06-03,beden uymadı,1953.00,112.95,hayır
S104907,U202,1,2026-06-03,beden uymadı,2790.00,92.11,hayır
S105208,U305,2,2026-06-03,üründen memnun kalmadım,2366.00,80.66,evet
S104428,U204,1,2026-06-04,beden uymadı,2290.00,77.86,evet
S104473,U206,1,2026-06-04,beden uymadı,4490.00,84.92,evet
S104578,U406,1,2026-06-04,yanlış ürün gönderildi,990.00,87.27,evet
S105202,U501,1,2026-06-04,üründen memnun kalmadım,1190.00,87.72,evet
S105566,U205,1,2026-06-04,beden uymadı,1290.00,113.17,evet
S105574,U403,1,2026-06-04,fikir değiştirdim,2890.00,95.46,evet
S104307,U204,1,2026-06-05,üründen memnun kalmadım,1603.00,90.71,evet
S104517,U501,1,2026-06-05,fikir değiştirdim,1190.00,94.42,evet
S104624,U405,1,2026-06-05,fikir değiştirdim,833.00,146.86,hayır
S104861,U106,1,2026-06-05,fikir değiştirdim,3990.00,95.58,evet
S104991,U406,2,2026-06-05,üründen memnun kalmadım,1980.00,77.74,evet
S105202,U301,1,2026-06-05,beden uymadı,2190.00,86.77,evet
S105675,U205,3,2026-06-05,beden uymadı,3870.00,96.20,hayır
S105014,U501,1,2026-06-06,yanlış ürün gönderildi,1190.00,96.04,hayır
S105489,U604,1,2026-06-06,üründen memnun kalmadım,590.00,101.68,evet
S105552,U504,2,2026-06-06,yanlış ürün gönderildi,980.00,80.85,evet
S104633,U205,1,2026-06-07,beden uymadı,1290.00,103.41,evet
S105323,U406,3,2026-06-07,üründen memnun kalmadım,2970.00,109.38,evet
S105327,U102,1,2026-06-07,üründen memnun kalmadım,8900.00,104.30,evet
S105397,U106,1,2026-06-07,yanlış ürün gönderildi,2793.00,106.37,hayır
S105579,U603,1,2026-06-07,beden uymadı,390.00,97.35,evet
S105742,U502,1,2026-06-07,üründen memnun kalmadım,790.00,174.75,evet
S104544,U201,1,2026-06-08,beden uymadı,3490.00,87.80,hayır
S104603,U207,1,2026-06-08,hasarlı geldi,5490.00,159.49,hayır
S104674,U603,1,2026-06-08,üründen memnun kalmadım,390.00,107.04,evet
S104897,U602,1,2026-06-08,fikir değiştirdim,203.00,88.67,evet
S105007,U105,1,2026-06-08,fikir değiştirdim,1890.00,112.14,evet
S105351,U201,1,2026-06-08,hasarlı geldi,3490.00,153.13,evet
S105412,U601,1,2026-06-08,üründen memnun kalmadım,1290.00,79.85,hayır
S105560,U201,1,2026-06-08,beden uymadı,3490.00,107.48,hayır
S105711,U406,3,2026-06-08,üründen memnun kalmadım,2970.00,110.19,evet
S104608,U602,2,2026-06-09,üründen memnun kalmadım,580.00,164.76,hayır
S104758,U506,1,2026-06-09,üründen memnun kalmadım,890.00,84.46,evet
S105194,U203,1,2026-06-09,beden uymadı,3990.00,82.62,evet
S105235,U202,1,2026-06-09,beden uymadı,2790.00,109.69,hayır
S105306,U603,1,2026-06-09,hasarlı geldi,390.00,89.18,evet
S105365,U606,1,2026-06-09,üründen memnun kalmadım,343.00,107.03,evet
S105616,U408,2,2026-06-09,beden uymadı,1380.00,102.47,hayır
S105893,U102,1,2026-06-09,üründen memnun kalmadım,6230.00,84.16,evet
S106078,U202,1,2026-06-09,beden uymadı,2790.00,87.48,hayır
S106087,U104,1,2026-06-09,hasarlı geldi,2490.00,86.05,evet
S104801,U201,1,2026-06-10,üründen memnun kalmadım,3490.00,78.97,hayır
S104829,U505,1,2026-06-10,geç teslimat,1390.00,115.61,evet
S105044,U102,1,2026-06-10,beden uymadı,8900.00,115.68,evet
S105812,U406,1,2026-06-10,fikir değiştirdim,990.00,108.86,evet
S106221,U405,1,2026-06-10,fikir değiştirdim,1190.00,85.93,evet
S104893,U408,1,2026-06-11,yanlış ürün gönderildi,690.00,176.43,hayır
S104975,U205,1,2026-06-11,beden uymadı,1290.00,110.27,evet
S104992,U603,1,2026-06-11,beden uymadı,273.00,92.64,hayır
S105005,U104,2,2026-06-11,geç teslimat,3486.00,150.59,evet
S106132,U605,1,2026-06-11,hasarlı geldi,623.00,104.28,hayır
S106238,U201,1,2026-06-11,beden uymadı,3490.00,79.35,evet
S106265,U202,1,2026-06-11,beden uymadı,1953.00,177.77,hayır
S105129,U201,1,2026-06-12,beden uymadı,3490.00,107.58,hayır
S105913,U406,1,2026-06-12,hasarlı geldi,990.00,98.03,hayır
S105997,U505,1,2026-06-12,üründen memnun kalmadım,973.00,99.08,hayır
S106403,U603,1,2026-06-12,fikir değiştirdim,390.00,119.27,hayır
S105174,U204,1,2026-06-13,beden uymadı,2290.00,110.32,hayır
S105538,U202,1,2026-06-13,geç teslimat,2790.00,90.71,hayır
S106052,U502,1,2026-06-13,fikir değiştirdim,790.00,120.33,evet
S106064,U404,1,2026-06-13,hasarlı geldi,1490.00,89.15,evet
S106346,U603,3,2026-06-13,geç teslimat,1170.00,83.57,evet
S105051,U606,2,2026-06-14,üründen memnun kalmadım,980.00,79.28,evet
S105225,U206,1,2026-06-14,beden uymadı,4490.00,123.32,evet
S105384,U401,1,2026-06-14,beden uymadı,6990.00,98.41,evet
S105487,U404,2,2026-06-14,üründen memnun kalmadım,2980.00,89.76,hayır
S105651,U202,1,2026-06-14,beden uymadı,2790.00,80.46,evet
S105858,U408,1,2026-06-14,fikir değiştirdim,690.00,89.81,evet
S105951,U408,1,2026-06-14,hasarlı geldi,483.00,78.94,hayır
S106047,U102,1,2026-06-14,yanlış ürün gönderildi,8900.00,119.22,hayır
S105111,U501,1,2026-06-15,üründen memnun kalmadım,1190.00,112.17,evet
S105290,U202,1,2026-06-15,beden uymadı,2790.00,113.34,hayır
S105339,U602,1,2026-06-15,fikir değiştirdim,290.00,87.95,evet
S105445,U503,1,2026-06-15,yanlış ürün gönderildi,413.00,104.94,hayır
S105551,U201,1,2026-06-15,beden uymadı,3490.00,88.45,evet
S105740,U502,1,2026-06-15,fikir değiştirdim,790.00,103.08,evet
S105993,U602,1,2026-06-15,fikir değiştirdim,290.00,79.51,evet
S106382,U501,1,2026-06-15,üründen memnun kalmadım,833.00,80.40,evet
S106487,U405,1,2026-06-15,üründen memnun kalmadım,833.00,87.57,evet
S105527,U306,1,2026-06-16,fikir değiştirdim,690.00,100.72,evet
S105783,U503,1,2026-06-16,üründen memnun kalmadım,590.00,89.54,evet
S106538,U606,2,2026-06-16,beden uymadı,980.00,103.86,hayır
S106585,U201,1,2026-06-16,üründen memnun kalmadım,3490.00,105.01,evet
S105257,U204,1,2026-06-17,beden uymadı,2290.00,79.28,hayır
S105358,U302,1,2026-06-17,geç teslimat,3690.00,99.38,hayır
S105917,U601,1,2026-06-17,üründen memnun kalmadım,1290.00,95.00,evet
S105996,U204,1,2026-06-17,beden uymadı,2290.00,78.77,hayır
S106106,U403,1,2026-06-17,hasarlı geldi,2890.00,92.22,evet
S106369,U105,1,2026-06-17,fikir değiştirdim,1323.00,103.59,evet
S106558,U205,1,2026-06-17,beden uymadı,903.00,89.08,evet
S106897,U306,3,2026-06-17,beden uymadı,1449.00,169.10,evet
S105287,U502,1,2026-06-18,fikir değiştirdim,790.00,118.27,hayır
S105606,U303,1,2026-06-18,üründen memnun kalmadım,903.00,96.56,evet
S105685,U606,1,2026-06-18,yanlış ürün gönderildi,343.00,91.19,evet
S105705,U604,1,2026-06-18,beden uymadı,590.00,88.42,evet
S105831,U505,1,2026-06-18,üründen memnun kalmadım,1390.00,100.23,evet
S106221,U406,2,2026-06-18,geç teslimat,1980.00,90.75,evet
S106370,U104,1,2026-06-18,beden uymadı,2490.00,115.84,evet
S106478,U503,1,2026-06-18,yanlış ürün gönderildi,590.00,100.84,evet
S106889,U604,1,2026-06-18,üründen memnun kalmadım,413.00,80.82,evet
S106893,U306,1,2026-06-18,fikir değiştirdim,690.00,90.73,evet
S106934,U203,1,2026-06-18,beden uymadı,3990.00,106.95,evet
S105405,U204,1,2026-06-19,beden uymadı,2290.00,105.81,evet
S105539,U202,1,2026-06-19,beden uymadı,1953.00,105.77,evet
S105561,U605,1,2026-06-19,geç teslimat,890.00,82.06,evet
S105608,U205,2,2026-06-19,beden uymadı,2580.00,84.97,evet
S105814,U501,1,2026-06-19,üründen memnun kalmadım,833.00,113.24,evet
S105900,U503,2,2026-06-19,üründen memnun kalmadım,1180.00,108.07,evet
S105996,U603,3,2026-06-19,fikir değiştirdim,1170.00,79.11,evet
S106300,U606,1,2026-06-19,üründen memnun kalmadım,490.00,86.31,evet
S106349,U205,1,2026-06-19,beden uymadı,903.00,156.72,hayır
S106462,U206,1,2026-06-19,beden uymadı,3143.00,83.19,hayır
S106536,U104,1,2026-06-19,hasarlı geldi,2490.00,147.55,evet
S106569,U505,1,2026-06-19,yanlış ürün gönderildi,1390.00,109.00,evet
S106790,U606,2,2026-06-19,yanlış ürün gönderildi,980.00,104.07,hayır
S106825,U301,1,2026-06-19,beden uymadı,2190.00,97.27,hayır
S107070,U602,1,2026-06-19,fikir değiştirdim,290.00,102.18,evet
S105473,U506,3,2026-06-20,fikir değiştirdim,2670.00,79.93,hayır
S105673,U408,1,2026-06-20,hasarlı geldi,483.00,176.45,evet
S106284,U408,1,2026-06-20,geç teslimat,690.00,80.31,evet
S106573,U604,2,2026-06-20,beden uymadı,1180.00,100.18,evet
S106621,U203,1,2026-06-20,beden uymadı,3990.00,85.46,hayır
S106814,U404,1,2026-06-20,hasarlı geldi,1490.00,91.72,evet
S106862,U306,1,2026-06-20,üründen memnun kalmadım,690.00,156.30,evet
S105737,U306,3,2026-06-21,geç teslimat,2070.00,80.93,hayır
S106036,U206,1,2026-06-21,beden uymadı,4490.00,90.61,evet
S106604,U602,1,2026-06-21,hasarlı geldi,290.00,98.95,hayır
S106625,U401,1,2026-06-21,hasarlı geldi,6990.00,81.34,hayır
S106749,U406,1,2026-06-21,üründen memnun kalmadım,990.00,107.25,evet
S106868,U604,1,2026-06-21,fikir değiştirdim,590.00,145.41,evet
S105723,U202,1,2026-06-22,beden uymadı,2790.00,91.88,hayır
S105943,U203,1,2026-06-22,beden uymadı,3990.00,106.41,hayır
S105953,U604,1,2026-06-22,üründen memnun kalmadım,590.00,99.40,evet
S106045,U205,1,2026-06-22,beden uymadı,1290.00,91.26,evet
S106197,U207,1,2026-06-22,üründen memnun kalmadım,5490.00,99.67,evet
S106546,U206,1,2026-06-22,beden uymadı,4490.00,121.74,evet
S106674,U201,1,2026-06-22,beden uymadı,2443.00,97.21,evet
S106759,U301,2,2026-06-22,üründen memnun kalmadım,4380.00,88.17,evet
S106773,U205,2,2026-06-22,beden uymadı,2580.00,86.57,hayır
S107144,U604,1,2026-06-22,yanlış ürün gönderildi,590.00,91.94,hayır
S107225,U202,1,2026-06-22,beden uymadı,2790.00,84.32,hayır
S105674,U205,1,2026-06-23,beden uymadı,1290.00,110.95,evet
S105899,U201,1,2026-06-23,beden uymadı,2443.00,101.09,hayır
S106167,U504,1,2026-06-23,üründen memnun kalmadım,490.00,111.70,evet
S106410,U205,2,2026-06-23,beden uymadı,2580.00,91.20,hayır
S106526,U204,1,2026-06-23,üründen memnun kalmadım,2290.00,89.38,evet
S106595,U205,1,2026-06-23,beden uymadı,903.00,90.85,hayır
S106602,U202,1,2026-06-23,üründen memnun kalmadım,2790.00,82.40,hayır
S106682,U302,1,2026-06-23,üründen memnun kalmadım,3690.00,98.93,hayır
S106755,U503,1,2026-06-23,fikir değiştirdim,590.00,116.83,evet
S107206,U202,1,2026-06-23,hasarlı geldi,2790.00,118.94,evet
S107586,U602,1,2026-06-23,hasarlı geldi,290.00,110.96,evet
S106350,U404,1,2026-06-24,geç teslimat,1490.00,116.55,evet
S106551,U606,1,2026-06-24,fikir değiştirdim,490.00,81.99,evet
S106578,U306,1,2026-06-24,fikir değiştirdim,483.00,101.68,evet
S107035,U201,1,2026-06-24,beden uymadı,3490.00,95.60,hayır
S107183,U403,1,2026-06-24,beden uymadı,2890.00,112.47,evet
S107279,U504,1,2026-06-24,beden uymadı,490.00,102.67,evet
S107393,U503,1,2026-06-24,fikir değiştirdim,590.00,106.45,evet
S105921,U207,1,2026-06-25,hasarlı geldi,3843.00,91.38,evet
S106148,U205,1,2026-06-25,fikir değiştirdim,1290.00,102.05,hayır
S106474,U103,1,2026-06-25,geç teslimat,3290.00,171.47,hayır
S106802,U602,1,2026-06-25,yanlış ürün gönderildi,290.00,104.32,evet
S106947,U503,1,2026-06-25,üründen memnun kalmadım,590.00,91.58,evet
S107190,U105,1,2026-06-25,üründen memnun kalmadım,1890.00,99.93,evet
S107355,U202,1,2026-06-25,beden uymadı,2790.00,164.87,hayır
S107613,U501,1,2026-06-25,üründen memnun kalmadım,1190.00,90.90,evet
S106011,U301,2,2026-06-26,hasarlı geldi,4380.00,87.84,hayır
S106015,U604,1,2026-06-26,üründen memnun kalmadım,590.00,90.49,hayır
S106181,U205,1,2026-06-26,beden uymadı,1290.00,104.08,evet
S106237,U401,1,2026-06-26,fikir değiştirdim,6990.00,118.23,evet
S106319,U602,2,2026-06-26,hasarlı geldi,580.00,94.29,hayır
S106320,U201,1,2026-06-26,üründen memnun kalmadım,2443.00,104.64,hayır
S106326,U302,1,2026-06-26,hasarlı geldi,3690.00,118.30,evet
S106938,U106,1,2026-06-26,üründen memnun kalmadım,3990.00,97.67,evet
S106942,U306,1,2026-06-26,üründen memnun kalmadım,690.00,92.93,evet
S107504,U602,1,2026-06-26,üründen memnun kalmadım,290.00,161.14,evet
S107547,U502,1,2026-06-26,fikir değiştirdim,553.00,163.50,evet
S107610,U204,1,2026-06-26,beden uymadı,2290.00,91.81,evet
S107687,U201,1,2026-06-26,beden uymadı,2443.00,107.91,evet
S106098,U502,1,2026-06-27,üründen memnun kalmadım,790.00,85.16,evet
S106201,U101,1,2026-06-27,üründen memnun kalmadım,5490.00,77.79,evet
S106505,U106,1,2026-06-27,beden uymadı,2793.00,89.02,evet
S106572,U602,1,2026-06-27,üründen memnun kalmadım,290.00,104.02,evet
S106681,U503,1,2026-06-27,beden uymadı,590.00,109.57,evet
S106689,U306,2,2026-06-27,hasarlı geldi,1380.00,96.87,hayır
S106799,U205,1,2026-06-27,beden uymadı,903.00,160.81,hayır
S106845,U602,1,2026-06-27,hasarlı geldi,203.00,81.06,hayır
S107033,U502,1,2026-06-27,fikir değiştirdim,790.00,88.60,evet
S107456,U501,1,2026-06-27,hasarlı geldi,1190.00,146.56,hayır
S107479,U201,1,2026-06-27,beden uymadı,3490.00,101.82,evet
