tarih,kanal,kampanya,harcama,tiklama
2026-06-07,tiktok,tiktok-spark-ads,4254.35,1729
2026-06-07,tiktok,tiktok-video-genis-kitle,6591.92,2934
2026-06-08,google,google-alisveris,1448.05,202
2026-06-08,google,google-arama-generik,2204.33,355
2026-06-08,google,google-arama-marka,1285.93,211
2026-06-08,instagram,instagram-kesfet,2708.49,662
2026-06-08,instagram,instagram-retargeting,1798.96,382
2026-06-08,tiktok,tiktok-spark-ads,4130.12,1837
2026-06-08,tiktok,tiktok-video-genis-kitle,7916.34,3356
2026-06-09,google,google-alisveris,1249.21,181
2026-06-09,google,google-arama-generik,1665.11,240
2026-06-09,google,google-arama-marka,1201.32,164
2026-06-09,instagram,instagram-kesfet,2245.04,509
2026-06-09,instagram,instagram-retargeting,1901.28,401
2026-06-09,tiktok,tiktok-spark-ads,4218.09,1793
2026-06-09,tiktok,tiktok-video-genis-kitle,6952.07,2958
2026-06-10,google,google-alisveris,1009.00,162
2026-06-10,google,google-arama-generik,1542.58,210
2026-06-10,google,google-arama-marka,962.71,154
2026-06-10,instagram,instagram-kesfet,2828.01,581
2026-06-10,instagram,instagram-retargeting,1943.29,406
2026-06-10,tiktok,tiktok-spark-ads,5079.25,2097
2026-06-10,tiktok,tiktok-video-genis-kitle,8262.40,3422
2026-06-11,google,google-alisveris,1361.98,203
2026-06-11,google,google-arama-generik,1858.39,284
2026-06-11,google,google-arama-marka,1259.16,211
2026-06-11,instagram,instagram-kesfet,2683.93,693
2026-06-11,instagram,instagram-retargeting,1873.47,413
2026-06-11,tiktok,tiktok-spark-ads,4554.39,2159
2026-06-11,tiktok,tiktok-video-genis-kitle,7448.14,3055
2026-06-12,google,google-alisveris,1648.17,260
2026-06-12,google,google-arama-generik,2578.34,383
2026-06-12,google,google-arama-marka,1553.50,231
2026-06-12,instagram,instagram-kesfet,3213.51,739
2026-06-12,instagram,instagram-retargeting,2332.98,534
2026-06-12,tiktok,tiktok-spark-ads,3850.86,1595
2026-06-12,tiktok,tiktok-video-genis-kitle,6199.67,2824
2026-06-13,google,google-alisveris,2017.57,298
2026-06-13,google,google-arama-generik,3072.99,516
2026-06-13,google,google-arama-marka,1934.75,298
2026-06-13,instagram,instagram-kesfet,3007.66,733
2026-06-13,instagram,instagram-retargeting,2073.31,442
2026-06-13,tiktok,tiktok-spark-ads,4473.85,1945
2026-06-13,tiktok,tiktok-video-genis-kitle,7072.70,2819
2026-06-14,google,google-alisveris,1063.20,170
2026-06-14,google,google-arama-generik,1660.87,273
2026-06-14,google,google-arama-marka,1052.70,165
2026-06-14,instagram,instagram-kesfet,2404.54,615
2026-06-14,instagram,instagram-retargeting,1635.85,345
2026-06-14,tiktok,tiktok-spark-ads,5434.34,2170
2026-06-14,tiktok,tiktok-video-genis-kitle,8061.82,3777
2026-06-15,google,google-alisveris,1524.78,223
2026-06-15,google,google-arama-generik,1981.00,330
2026-06-15,google,google-arama-marka,1281.75,175
2026-06-15,instagram,instagram-kesfet,1980.60,422
2026-06-15,instagram,instagram-retargeting,1458.32,299
2026-06-15,tiktok,tiktok-spark-ads,4366.85,1788
2026-06-15,tiktok,tiktok-video-genis-kitle,7812.50,3081
2026-06-16,google,google-alisveris,1460.56,241
2026-06-16,google,google-arama-generik,2101.33,327
2026-06-16,google,google-arama-marka,1578.57,240
2026-06-16,instagram,instagram-kesfet,1919.39,407
2026-06-16,instagram,instagram-retargeting,1431.39,326
2026-06-16,tiktok,tiktok-spark-ads,5416.91,2294
2026-06-16,tiktok,tiktok-video-genis-kitle,8619.27,3813
2026-06-17,google,google-alisveris,1859.14,312
2026-06-17,google,google-arama-generik,2763.99,383
2026-06-17,google,google-arama-marka,2016.77,319
2026-06-17,instagram,instagram-kesfet,3147.26,755
2026-06-17,instagram,instagram-retargeting,2222.66,499
2026-06-17,tiktok,tiktok-spark-ads,4706.80,1800
2026-06-17,tiktok,tiktok-video-genis-kitle,7934.41,3779
2026-06-18,google,google-alisveris,1465.78,201
2026-06-18,google,google-arama-generik,2161.24,332
2026-06-18,google,google-arama-marka,1548.10,230
2026-06-18,instagram,instagram-kesfet,3629.34,839
2026-06-18,instagram,instagram-retargeting,2469.98,604
2026-06-18,tiktok,tiktok-spark-ads,4970.74,2037
2026-06-18,tiktok,tiktok-video-genis-kitle,7763.69,3384
2026-06-19,google,google-alisveris,798.41,131
2026-06-19,google,google-arama-generik,1277.43,177
2026-06-19,google,google-arama-marka,725.04,116
2026-06-19,instagram,instagram-kesfet,2197.54,532
2026-06-19,instagram,instagram-retargeting,1696.71,381
2026-06-19,tiktok,tiktok-spark-ads,5393.05,2462
2026-06-19,tiktok,tiktok-video-genis-kitle,9218.25,4381
2026-06-20,google,google-alisveris,1764.15,287
2026-06-20,google,google-arama-generik,2315.51,365
2026-06-20,google,google-arama-marka,1522.57,238
2026-06-20,instagram,instagram-kesfet,4103.26,898
2026-06-20,instagram,instagram-retargeting,2952.80,721
2026-06-20,tiktok,tiktok-spark-ads,4995.41,2196
2026-06-20,tiktok,tiktok-video-genis-kitle,8382.00,3885
2026-06-21,google,google-alisveris,2183.27,359
2026-06-21,google,google-arama-generik,2981.32,468
2026-06-21,google,google-arama-marka,1929.43,313
2026-06-21,instagram,instagram-kesfet,2554.03,529
2026-06-21,instagram,instagram-retargeting,1599.26,335
2026-06-21,tiktok,tiktok-spark-ads,5843.37,2739
2026-06-21,tiktok,tiktok-video-genis-kitle,9294.42,4178
2026-06-22,google,google-alisveris,1283.37,190
2026-06-22,google,google-arama-generik,1520.41,208
2026-06-22,google,google-arama-marka,1180.23,160
2026-06-22,instagram,instagram-kesfet,2870.17,737
2026-06-22,instagram,instagram-retargeting,2220.14,557
2026-06-22,tiktok,tiktok-spark-ads,5533.99,2162
2026-06-22,tiktok,tiktok-video-genis-kitle,9906.74,4633
2026-06-23,google,google-alisveris,1425.85,220
2026-06-23,google,google-arama-generik,1880.53,285
2026-06-23,google,google-arama-marka,1306.10,216
2026-06-23,instagram,instagram-kesfet,1556.66,323
2026-06-23,instagram,instagram-retargeting,1240.20,276
2026-06-23,tiktok,tiktok-spark-ads,5945.81,2789
2026-06-23,tiktok,tiktok-video-genis-kitle,11756.76,4951
2026-06-24,google,google-alisveris,1510.34,248
2026-06-24,google,google-arama-generik,2098.09,300
2026-06-24,google,google-arama-marka,1401.62,223
2026-06-24,instagram,instagram-kesfet,2666.58,618
2026-06-24,instagram,instagram-retargeting,1926.48,485
2026-06-24,tiktok,tiktok-spark-ads,6130.72,2520
2026-06-24,tiktok,tiktok-video-genis-kitle,8403.09,3793
2026-06-25,google,google-alisveris,1234.33,200
2026-06-25,google,google-arama-generik,1490.37,231
2026-06-25,google,google-arama-marka,1150.74,190
2026-06-25,instagram,instagram-kesfet,2524.05,602
2026-06-25,instagram,instagram-retargeting,2034.93,503
2026-06-25,tiktok,tiktok-spark-ads,5087.67,1926
2026-06-25,tiktok,tiktok-video-genis-kitle,8413.81,3949
2026-06-26,google,google-alisveris,1190.21,197
2026-06-26,google,google-arama-generik,1708.50,243
2026-06-26,google,google-arama-marka,1189.25,182
2026-06-26,instagram,instagram-kesfet,2022.80,416
2026-06-26,instagram,instagram-retargeting,1569.56,375
2026-06-26,tiktok,tiktok-spark-ads,6099.10,2357
2026-06-26,tiktok,tiktok-video-genis-kitle,10479.61,4193
2026-06-27,google,google-alisveris,1237.82,179
2026-06-27,google,google-arama-generik,1584.45,219
2026-06-27,google,google-arama-marka,1177.93,170
2026-06-27,instagram,instagram-kesfet,3007.20,641
2026-06-27,instagram,instagram-retargeting,2085.01,492
2026-06-27,tiktok,tiktok-spark-ads,5858.43,2368
2026-06-27,tiktok,tiktok-video-genis-kitle,10643.65,4119
2026-06-28,google,google-alisveris,2031.87,338
2026-06-28,google,google-arama-generik,2895.12,438
2026-06-28,google,google-arama-marka,1907.36,258
2026-06-28,instagram,instagram-kesfet,2553.92,563
2026-06-28,instagram,instagram-retargeting,1969.88,445
2026-06-28,tiktok,tiktok-spark-ads,6700.14,2755
2026-06-28,tiktok,tiktok-video-genis-kitle,11198.19,4204
2026-06-29,google,google-alisveris,1286.66,204
2026-06-29,google,google-arama-generik,1680.19,237
2026-06-29,google,google-arama-marka,1143.47,153
2026-06-29,instagram,instagram-kesfet,2247.02,571
2026-06-29,instagram,instagram-retargeting,1608.29,407
2026-06-29,tiktok,tiktok-spark-ads,7026.58,3294
2026-06-29,tiktok,tiktok-video-genis-kitle,12075.73,5354
2026-06-30,google,google-alisveris,1435.62,192
2026-06-30,google,google-arama-generik,1938.69,288
2026-06-30,google,google-arama-marka,1201.44,165
2026-06-30,instagram,instagram-kesfet,2322.01,601
2026-06-30,instagram,instagram-retargeting,1702.92,400
2026-06-30,tiktok,tiktok-spark-ads,5747.42,2166
2026-06-30,tiktok,tiktok-video-genis-kitle,10885.81,4708
2026-07-01,google,google-alisveris,1093.87,150
2026-07-01,google,google-arama-generik,1589.86,263
2026-07-01,google,google-arama-marka,1030.44,155
2026-07-01,instagram,instagram-kesfet,2234.66,471
2026-07-01,instagram,instagram-retargeting,1675.83,390
2026-07-01,tiktok,tiktok-spark-ads,7801.66,3260
2026-07-01,tiktok,tiktok-video-genis-kitle,11128.56,4795
2026-07-02,google,google-alisveris,1659.31,277
2026-07-02,google,google-arama-generik,2195.19,343
2026-07-02,google,google-arama-marka,1547.87,224
2026-07-02,instagram,instagram-kesfet,2414.74,576
2026-07-02,instagram,instagram-retargeting,1720.39,364
2026-07-02,tiktok,tiktok-spark-ads,8151.09,3181
2026-07-02,tiktok,tiktok-video-genis-kitle,12690.29,4815
2026-07-03,google,google-alisveris,1737.35,289
2026-07-03,google,google-arama-generik,2072.07,299
2026-07-03,google,google-arama-marka,1339.61,219
2026-07-03,instagram,instagram-kesfet,2989.00,710
2026-07-03,instagram,instagram-retargeting,2005.46,500
2026-07-03,tiktok,tiktok-spark-ads,7095.35,2809
2026-07-03,tiktok,tiktok-video-genis-kitle,12645.86,5922
2026-07-04,google,google-alisveris,1614.91,251
2026-07-04,google,google-arama-generik,2371.26,388
2026-07-04,google,google-arama-marka,1684.74,253
2026-07-04,instagram,instagram-kesfet,2345.39,542
2026-07-04,instagram,instagram-retargeting,1714.03,381
2026-07-04,tiktok,tiktok-spark-ads,8208.55,3631
2026-07-04,tiktok,tiktok-video-genis-kitle,12323.22,5668
2026-07-05,google,google-alisveris,1268.61,199
2026-07-05,google,google-arama-generik,1905.91,311
2026-07-05,google,google-arama-marka,1101.39,159
2026-07-05,instagram,instagram-kesfet,2909.64,739
2026-07-05,instagram,instagram-retargeting,2061.26,510
2026-07-05,tiktok,tiktok-spark-ads,7412.83,3219
2026-07-05,tiktok,tiktok-video-genis-kitle,12992.35,5199
2026-07-06,google,google-alisveris,1390.16,226
2026-07-06,google,google-arama-generik,1935.70,262
2026-07-06,google,google-arama-marka,1384.93,185
2026-07-06,instagram,instagram-kesfet,2414.19,534
2026-07-06,instagram,instagram-retargeting,1804.92,406
2026-07-06,tiktok,tiktok-spark-ads,6508.27,3093
2026-07-06,tiktok,tiktok-video-genis-kitle,11593.68,4736
2026-07-07,google,google-alisveris,1230.98,207
2026-07-07,google,google-arama-generik,1615.28,272
2026-07-07,google,google-arama-marka,992.09,134
2026-07-07,instagram,instagram-kesfet,1954.33,415
2026-07-07,instagram,instagram-retargeting,1581.74,328
2026-07-07,tiktok,tiktok-spark-ads,7956.69,3517
2026-07-07,tiktok,tiktok-video-genis-kitle,12116.46,5075
2026-07-08,google,google-alisveris,1041.06,158
2026-07-08,google,google-arama-generik,1579.96,228
2026-07-08,google,google-arama-marka,953.17,152
2026-07-08,instagram,instagram-kesfet,2307.10,591
2026-07-08,instagram,instagram-retargeting,1561.36,356
2026-07-08,tiktok,tiktok-spark-ads,6913.82,3149
2026-07-08,tiktok,tiktok-video-genis-kitle,11985.86,5653
2026-07-09,eposta,eposta-kamp-sezonu,1118.56,1241
2026-07-09,google,google-alisveris,1538.65,229
2026-07-09,google,google-arama-generik,2300.35,328
2026-07-09,google,google-arama-marka,1529.69,251
2026-07-09,instagram,instagram-kesfet,1950.56,420
2026-07-09,instagram,instagram-retargeting,1374.31,321
2026-07-09,tiktok,tiktok-spark-ads,6388.35,2507
2026-07-09,tiktok,tiktok-video-genis-kitle,12389.20,5770
2026-07-10,eposta,eposta-kamp-sezonu,1040.62,1029
2026-07-10,google,google-alisveris,1754.33,267
2026-07-10,google,google-arama-generik,2351.29,375
2026-07-10,google,google-arama-marka,1669.26,254
2026-07-10,instagram,instagram-kesfet,3648.85,772
2026-07-10,instagram,instagram-retargeting,3075.37,781
2026-07-10,tiktok,tiktok-spark-ads,7609.36,3022
2026-07-10,tiktok,tiktok-video-genis-kitle,12910.73,5522
2026-07-11,eposta,eposta-kamp-sezonu,964.76,999
2026-07-11,google,google-alisveris,1408.50,205
2026-07-11,google,google-arama-generik,1851.28,260
2026-07-11,google,google-arama-marka,1243.84,192
2026-07-11,instagram,instagram-kesfet,2163.93,450
2026-07-11,instagram,instagram-retargeting,1706.24,378
2026-07-11,tiktok,tiktok-spark-ads,7908.34,3248
2026-07-11,tiktok,tiktok-video-genis-kitle,11891.92,5408
2026-07-12,eposta,eposta-kamp-sezonu,1012.81,1074
2026-07-12,google,google-alisveris,1447.59,230
2026-07-12,google,google-arama-generik,1970.76,282
2026-07-12,google,google-arama-marka,1223.34,200
2026-07-12,instagram,instagram-kesfet,2405.72,534
2026-07-12,instagram,instagram-retargeting,1907.26,418
2026-07-12,tiktok,tiktok-spark-ads,8638.91,3357
2026-07-12,tiktok,tiktok-video-genis-kitle,13683.43,6102
2026-07-13,eposta,eposta-kamp-sezonu,983.05,1215
2026-07-13,google,google-alisveris,992.66,150
2026-07-13,google,google-arama-generik,1299.22,198
2026-07-13,google,google-arama-marka,918.90,127
2026-07-13,instagram,instagram-kesfet,1522.00,317
2026-07-13,instagram,instagram-retargeting,983.35,201
2026-07-13,tiktok,tiktok-spark-ads,7766.69,3319
2026-07-13,tiktok,tiktok-video-genis-kitle,11610.14,5303
2026-07-14,eposta,eposta-kamp-sezonu,1033.55,1081
2026-07-14,google,google-alisveris,1351.08,192
2026-07-14,google,google-arama-generik,2039.76,326
2026-07-14,google,google-arama-marka,1218.69,181
2026-07-14,instagram,instagram-kesfet,3362.60,863
2026-07-14,instagram,instagram-retargeting,2271.92,542
2026-07-14,tiktok,tiktok-spark-ads,8860.04,4114
2026-07-14,tiktok,tiktok-video-genis-kitle,15270.91,6288
2026-07-15,eposta,eposta-kamp-sezonu,1009.28,1201
2026-07-15,google,google-alisveris,1273.30,211
2026-07-15,google,google-arama-generik,1802.32,283
2026-07-15,google,google-arama-marka,1138.75,154
2026-07-15,instagram,instagram-kesfet,2549.11,594
2026-07-15,instagram,instagram-retargeting,2118.43,539
2026-07-15,tiktok,tiktok-spark-ads,8770.81,3360
2026-07-15,tiktok,tiktok-video-genis-kitle,11919.91,5481
2026-07-16,eposta,eposta-kamp-sezonu,1051.20,1171
2026-07-16,google,google-alisveris,1852.31,310
2026-07-16,google,google-arama-generik,2212.46,342
2026-07-16,google,google-arama-marka,1774.13,281
2026-07-16,instagram,instagram-kesfet,2294.43,473
2026-07-16,instagram,instagram-retargeting,1739.30,438
2026-07-16,tiktok,tiktok-spark-ads,8129.86,3645
2026-07-16,tiktok,tiktok-video-genis-kitle,12856.68,5453
2026-07-17,google,google-alisveris,1153.74,182
2026-07-17,google,google-arama-generik,1818.35,308
2026-07-17,google,google-arama-marka,1164.77,166
2026-07-17,instagram,instagram-kesfet,2333.55,565
2026-07-17,instagram,instagram-retargeting,1710.44,407
2026-07-17,tiktok,tiktok-spark-ads,8747.33,3682
2026-07-17,tiktok,tiktok-video-genis-kitle,14810.45,5615
2026-07-18,google,google-alisveris,1671.54,232
2026-07-18,google,google-arama-generik,2063.49,336
2026-07-18,google,google-arama-marka,1441.22,198
2026-07-18,instagram,instagram-kesfet,3378.18,758
2026-07-18,instagram,instagram-retargeting,2556.99,533
2026-07-18,tiktok,tiktok-spark-ads,7795.06,3441
2026-07-18,tiktok,tiktok-video-genis-kitle,13579.14,5368
2026-07-19,google,google-alisveris,1539.64,217
2026-07-19,google,google-arama-generik,2070.62,334
2026-07-19,google,google-arama-marka,1548.84,227
2026-07-19,instagram,instagram-kesfet,2383.55,579
2026-07-19,instagram,instagram-retargeting,1839.37,430
2026-07-19,tiktok,tiktok-spark-ads,8907.33,3418
2026-07-19,tiktok,tiktok-video-genis-kitle,13720.23,5463
2026-07-20,google,google-alisveris,1067.51,167
2026-07-20,google,google-arama-generik,1640.48,241
2026-07-20,google,google-arama-marka,979.06,143
2026-07-20,instagram,instagram-kesfet,2837.64,728
2026-07-20,instagram,instagram-retargeting,1926.04,485
2026-07-20,tiktok,tiktok-spark-ads,8950.15,4043
2026-07-20,tiktok,tiktok-video-genis-kitle,15135.30,6665
2026-07-21,google,google-alisveris,1319.30,193
2026-07-21,google,google-arama-generik,1956.94,305
2026-07-21,google,google-arama-marka,1254.94,206
2026-07-21,instagram,instagram-kesfet,2551.15,648
2026-07-21,instagram,instagram-retargeting,2200.27,550
2026-07-21,tiktok,tiktok-spark-ads,7762.26,3504
2026-07-21,tiktok,tiktok-video-genis-kitle,14266.98,6016
2026-07-22,google,google-alisveris,1328.80,185
2026-07-22,google,google-arama-generik,1939.64,263
2026-07-22,google,google-arama-marka,1177.45,186
2026-07-22,instagram,instagram-kesfet,2673.84,626
2026-07-22,instagram,instagram-retargeting,2158.90,531
2026-07-22,tiktok,tiktok-spark-ads,9945.18,4514
2026-07-22,tiktok,tiktok-video-genis-kitle,15252.74,5759
2026-07-23,google,google-alisveris,1276.48,176
2026-07-23,google,google-arama-generik,1845.89,278
2026-07-23,google,google-arama-marka,1059.52,150
2026-07-23,instagram,instagram-kesfet,2072.29,448
2026-07-23,instagram,instagram-retargeting,1495.89,327
2026-07-23,tiktok,tiktok-spark-ads,7980.80,3644
2026-07-23,tiktok,tiktok-video-genis-kitle,13816.43,6177
2026-07-24,google,google-alisveris,1555.75,260
2026-07-24,google,google-arama-generik,1804.02,258
2026-07-24,google,google-arama-marka,1458.56,204
2026-07-24,instagram,instagram-kesfet,2893.08,613
2026-07-24,instagram,instagram-retargeting,2322.79,603
2026-07-24,tiktok,tiktok-spark-ads,8154.94,3804
2026-07-24,tiktok,tiktok-video-genis-kitle,13652.96,5661
2026-07-25,google,google-alisveris,2180.14,318
2026-07-25,google,google-arama-generik,2704.24,436
2026-07-25,google,google-arama-marka,1834.06,277
2026-07-25,instagram,instagram-kesfet,3297.96,744
2026-07-25,instagram,instagram-retargeting,2048.75,456
2026-07-25,tiktok,tiktok-spark-ads,7921.37,3288
2026-07-25,tiktok,tiktok-video-genis-kitle,14922.61,6125
2026-07-26,google,google-alisveris,1575.83,211
2026-07-26,google,google-arama-generik,1999.87,273
2026-07-26,google,google-arama-marka,1392.86,229
2026-07-26,instagram,instagram-kesfet,1938.89,421
2026-07-26,instagram,instagram-retargeting,1325.34,272
2026-07-26,tiktok,tiktok-spark-ads,8305.25,3435
2026-07-26,tiktok,tiktok-video-genis-kitle,13178.28,4945
2026-07-27,google,google-alisveris,1748.76,266
2026-07-27,google,google-arama-generik,2344.57,339
2026-07-27,google,google-arama-marka,1406.32,233
2026-07-27,instagram,instagram-kesfet,2188.13,562
2026-07-27,instagram,instagram-retargeting,1821.15,391
2026-07-27,tiktok,tiktok-spark-ads,9173.28,3653
2026-07-27,tiktok,tiktok-video-genis-kitle,14173.31,5914
2026-07-28,google,google-alisveris,1245.72,196
2026-07-28,google,google-arama-generik,1742.84,272
2026-07-28,google,google-arama-marka,1223.30,198
2026-07-28,instagram,instagram-kesfet,2224.85,511
2026-07-28,instagram,instagram-retargeting,1479.59,366
2026-07-28,tiktok,tiktok-spark-ads,8081.50,3645
2026-07-28,tiktok,tiktok-video-genis-kitle,14883.14,6080
2026-07-29,google,google-alisveris,1778.81,284
2026-07-29,google,google-arama-generik,2461.19,338
2026-07-29,google,google-arama-marka,1694.74,250
2026-07-29,instagram,instagram-kesfet,1928.64,498
2026-07-29,instagram,instagram-retargeting,1295.57,314
2026-07-29,tiktok,tiktok-spark-ads,11220.34,5198
2026-07-29,tiktok,tiktok-video-genis-kitle,18303.76,6887
2026-07-30,google,google-alisveris,974.04,144
2026-07-30,google,google-arama-generik,1531.42,235
2026-07-30,google,google-arama-marka,980.79,158
2026-07-30,instagram,instagram-kesfet,2139.36,526
2026-07-30,instagram,instagram-retargeting,1474.20,348
2026-07-30,tiktok,tiktok-spark-ads,8910.83,4189
2026-07-30,tiktok,tiktok-video-genis-kitle,14782.08,6709
2026-07-31,google,google-alisveris,1255.89,176
2026-07-31,google,google-arama-generik,1984.09,289
2026-07-31,google,google-arama-marka,1167.05,193
2026-07-31,instagram,instagram-kesfet,2690.98,626
2026-07-31,instagram,instagram-retargeting,1981.26,430
2026-07-31,tiktok,tiktok-spark-ads,9680.90,4337
2026-07-31,tiktok,tiktok-video-genis-kitle,15077.88,6996
2026-08-01,google,google-alisveris,1666.43,243
2026-08-01,google,google-arama-generik,2213.77,370
2026-08-01,google,google-arama-marka,1435.39,242
2026-08-01,instagram,instagram-kesfet,2361.77,583
2026-08-01,instagram,instagram-retargeting,1560.82,364
2026-08-01,tiktok,tiktok-spark-ads,9013.85,4159
2026-08-01,tiktok,tiktok-video-genis-kitle,14738.96,6870
2026-08-02,google,google-alisveris,1668.17,241
2026-08-02,google,google-arama-generik,2674.12,391
2026-08-02,google,google-arama-marka,1762.98,269
2026-08-02,instagram,instagram-kesfet,2698.59,596
2026-08-02,instagram,instagram-retargeting,2089.76,528
2026-08-02,tiktok,tiktok-spark-ads,11816.74,5515
2026-08-02,tiktok,tiktok-video-genis-kitle,17784.85,6937
2026-08-03,google,google-alisveris,1133.19,190
2026-08-03,google,google-arama-generik,1692.97,278
2026-08-03,google,google-arama-marka,1014.25,142
2026-08-03,instagram,instagram-kesfet,2134.82,555
2026-08-03,instagram,instagram-retargeting,1542.79,384
2026-08-03,tiktok,tiktok-spark-ads,11429.09,4816
2026-08-03,tiktok,tiktok-video-genis-kitle,18200.23,7844
2026-08-04,google,google-alisveris,1412.50,198
2026-08-04,google,google-arama-generik,2053.31,320
2026-08-04,google,google-arama-marka,1366.82,190
2026-08-04,instagram,instagram-kesfet,2610.79,631
2026-08-04,instagram,instagram-retargeting,1958.38,468
2026-08-04,tiktok,tiktok-spark-ads,10112.54,4623
2026-08-04,tiktok,tiktok-video-genis-kitle,17379.97,7877
2026-08-05,google,google-alisveris,1766.13,269
2026-08-05,google,google-arama-generik,2244.21,359
2026-08-05,google,google-arama-marka,1630.85,241
2026-08-05,instagram,instagram-kesfet,2137.50,521
2026-08-05,instagram,instagram-retargeting,1622.26,348
2026-08-05,tiktok,tiktok-spark-ads,10429.45,4362
2026-08-05,tiktok,tiktok-video-genis-kitle,15949.73,7549
2026-08-06,google,google-alisveris,2008.22,336
2026-08-06,google,google-arama-generik,2932.94,419
2026-08-06,google,google-arama-marka,1826.64,243
2026-08-06,instagram,instagram-kesfet,3124.63,751
2026-08-06,instagram,instagram-retargeting,2543.16,540
2026-08-06,tiktok,tiktok-spark-ads,10425.35,4660
2026-08-06,tiktok,tiktok-video-genis-kitle,15862.37,7526
2026-08-07,google,google-alisveris,1130.24,179
2026-08-07,google,google-arama-generik,1864.29,299
2026-08-07,google,google-arama-marka,1153.39,189
2026-08-07,instagram,instagram-kesfet,2568.19,615
2026-08-07,instagram,instagram-retargeting,1793.57,432
2026-08-07,tiktok,tiktok-spark-ads,8937.27,3794
2026-08-07,tiktok,tiktok-video-genis-kitle,15226.23,6717
2026-08-08,google,google-alisveris,1670.79,231
2026-08-08,google,google-arama-generik,2325.65,370
2026-08-08,google,google-arama-marka,1509.64,252
2026-08-08,instagram,instagram-kesfet,1770.54,393
2026-08-08,instagram,instagram-retargeting,1258.22,311
2026-08-08,tiktok,tiktok-spark-ads,10248.82,3864
2026-08-08,tiktok,tiktok-video-genis-kitle,16246.36,6627
2026-08-09,google,google-alisveris,2027.30,312
2026-08-09,google,google-arama-generik,2866.58,422
2026-08-09,google,google-arama-marka,1897.70,275
2026-08-09,instagram,instagram-kesfet,2893.21,742
2026-08-09,instagram,instagram-retargeting,1934.82,447
2026-08-09,tiktok,tiktok-spark-ads,9892.62,4255
2026-08-09,tiktok,tiktok-video-genis-kitle,16287.32,6510
2026-08-10,google,google-alisveris,1321.24,200
2026-08-10,google,google-arama-generik,2016.54,271
2026-08-10,google,google-arama-marka,1197.67,167
2026-08-10,instagram,instagram-kesfet,2900.49,747
2026-08-10,instagram,instagram-retargeting,2076.31,520
2026-08-10,tiktok,tiktok-spark-ads,10095.24,4285
2026-08-10,tiktok,tiktok-video-genis-kitle,16776.96,6953
2026-08-11,google,google-alisveris,1246.29,199
2026-08-11,google,google-arama-generik,2073.36,278
2026-08-11,google,google-arama-marka,1201.91,186
2026-08-11,instagram,instagram-kesfet,2036.59,525
2026-08-11,instagram,instagram-retargeting,1482.04,338
2026-08-11,tiktok,tiktok-spark-ads,12417.79,5168
2026-08-11,tiktok,tiktok-video-genis-kitle,19671.54,9022
2026-08-12,google,google-alisveris,1063.83,164
2026-08-12,google,google-arama-generik,1607.24,255
2026-08-12,google,google-arama-marka,1067.35,176
2026-08-12,instagram,instagram-kesfet,2219.10,574
2026-08-12,instagram,instagram-retargeting,1758.03,395
2026-08-12,tiktok,tiktok-spark-ads,10731.24,4115
2026-08-12,tiktok,tiktok-video-genis-kitle,16830.49,7824
2026-08-13,google,google-alisveris,767.88,122
2026-08-13,google,google-arama-generik,1127.05,150
2026-08-13,google,google-arama-marka,765.14,129
2026-08-13,instagram,instagram-kesfet,2304.96,515
2026-08-13,instagram,instagram-retargeting,1812.78,398
2026-08-13,tiktok,tiktok-spark-ads,10895.89,4797
2026-08-13,tiktok,tiktok-video-genis-kitle,19785.15,9350
2026-08-14,google,google-alisveris,1395.38,235
2026-08-14,google,google-arama-generik,2086.80,322
2026-08-14,google,google-arama-marka,1259.87,206
2026-08-14,instagram,instagram-kesfet,2790.05,640
2026-08-14,instagram,instagram-retargeting,2003.34,428
2026-08-14,tiktok,tiktok-spark-ads,10104.41,4589
2026-08-14,tiktok,tiktok-video-genis-kitle,16758.18,6879
2026-08-15,google,google-alisveris,1134.38,189
2026-08-15,google,google-arama-generik,1859.59,308
2026-08-15,google,google-arama-marka,1278.93,214
2026-08-15,instagram,instagram-kesfet,4017.38,1015
2026-08-15,instagram,instagram-retargeting,3172.13,680
2026-08-15,tiktok,tiktok-spark-ads,11367.51,5327
2026-08-15,tiktok,tiktok-video-genis-kitle,16418.62,7360
2026-08-16,google,google-alisveris,1485.83,210
2026-08-16,google,google-arama-generik,2284.85,359
2026-08-16,google,google-arama-marka,1407.07,218
2026-08-16,instagram,instagram-kesfet,2992.21,666
2026-08-16,instagram,instagram-retargeting,2232.80,479
2026-08-16,tiktok,tiktok-spark-ads,10687.70,4737
2026-08-16,tiktok,tiktok-video-genis-kitle,18221.41,8091
2026-08-17,google,google-alisveris,1113.38,185
2026-08-17,google,google-arama-generik,1508.69,254
2026-08-17,google,google-arama-marka,1178.98,180
2026-08-17,instagram,instagram-kesfet,2535.11,526
2026-08-17,instagram,instagram-retargeting,1814.62,390
2026-08-17,tiktok,tiktok-spark-ads,11419.84,4822
2026-08-17,tiktok,tiktok-video-genis-kitle,17778.42,6973
2026-08-18,google,google-alisveris,1502.93,252
2026-08-18,google,google-arama-generik,1768.47,292
2026-08-18,google,google-arama-marka,1309.74,192
2026-08-18,instagram,instagram-kesfet,2644.25,661
2026-08-18,instagram,instagram-retargeting,1817.58,459
2026-08-18,tiktok,tiktok-spark-ads,11362.21,4456
