siparis_id,tarih,musteri_id,urun_id,adet,liste_fiyati,kupon_kodu,indirim_tutari,odenen_tutar,kanal,bolge,musteriden_alinan_kargo,kargo_maliyeti
S101453,2026-03-30,M11334,U408,1,690.00,,0.00,690.00,organik,İç Anadolu,0.00,0.00
S101454,2026-03-30,M11335,U302,1,3690.00,,0.00,3690.00,instagram,İç Anadolu,0.00,124.45
S101455,2026-03-30,M11336,U408,2,690.00,,0.00,1380.00,organik,Marmara,0.00,98.76
S101455,2026-03-30,M11336,U104,1,2490.00,,0.00,2490.00,organik,Marmara,0.00,0.00
S101456,2026-03-30,M11337,U606,3,490.00,,0.00,1470.00,google,Marmara,0.00,91.41
S101457,2026-03-30,M11338,U601,1,1290.00,HOSGELDIN30,387.00,903.00,organik,Marmara,0.00,98.00
S101458,2026-03-30,M11339,U408,1,690.00,,0.00,690.00,organik,Doğu Anadolu,139.00,190.64
S101459,2026-03-30,M11340,U405,1,1190.00,,0.00,1190.00,organik,Ege,0.00,125.62
S101459,2026-03-30,M11340,U504,1,490.00,,0.00,490.00,organik,Ege,0.00,0.00
S101459,2026-03-30,M11340,U105,1,1890.00,,0.00,1890.00,organik,Ege,0.00,0.00
S101460,2026-03-30,M11341,U105,2,1890.00,,0.00,3780.00,instagram,Marmara,0.00,91.62
S101461,2026-03-30,M11342,U404,3,1490.00,,0.00,4470.00,organik,Karadeniz,0.00,130.31
S101462,2026-03-30,M11343,U603,1,390.00,BAHAR15,58.50,331.50,instagram,Doğu Anadolu,139.00,178.68
S101463,2026-03-30,M11344,U107,1,6490.00,BAHAR15,973.50,5516.50,instagram,Marmara,0.00,97.93
S101464,2026-03-30,M11345,U406,1,990.00,,0.00,990.00,organik,Marmara,0.00,94.36
S101465,2026-03-30,M11346,U106,1,3990.00,,0.00,3990.00,instagram,Akdeniz,0.00,134.29
S101465,2026-03-30,M11346,U605,1,890.00,,0.00,890.00,instagram,Akdeniz,0.00,0.00
S101466,2026-03-30,M11347,U105,1,1890.00,,0.00,1890.00,google,İç Anadolu,0.00,121.86
S101466,2026-03-30,M11347,U202,1,2790.00,,0.00,2790.00,google,İç Anadolu,0.00,0.00
S101467,2026-03-30,M11348,U602,2,290.00,,0.00,580.00,instagram,Güneydoğu Anadolu,0.00,202.96
S101467,2026-03-30,M11348,U605,1,890.00,,0.00,890.00,instagram,Güneydoğu Anadolu,0.00,0.00
S101468,2026-03-30,M11349,U303,1,1290.00,,0.00,1290.00,organik,Marmara,0.00,100.04
S101468,2026-03-30,M11349,U606,2,490.00,,0.00,980.00,organik,Marmara,0.00,0.00
S101468,2026-03-30,M11349,U403,1,2890.00,,0.00,2890.00,organik,Marmara,0.00,0.00
S101469,2026-03-30,M11350,U102,1,8900.00,,0.00,8900.00,google,İç Anadolu,0.00,111.96
S101470,2026-03-30,M11195,U205,1,1290.00,,0.00,1290.00,organik,Akdeniz,0.00,108.94
S101471,2026-03-30,M10976,U506,1,890.00,BAHAR15,133.50,756.50,organik,Doğu Anadolu,0.00,203.23
S101472,2026-03-30,M10783,U604,3,590.00,,0.00,1770.00,google,Akdeniz,0.00,111.29
S101473,2026-03-30,M11325,U406,1,990.00,,0.00,990.00,google,Marmara,0.00,89.74
S101474,2026-03-30,M11351,U104,1,2490.00,BAHAR15,373.50,2116.50,google,Doğu Anadolu,0.00,195.58
S101474,2026-03-30,M11351,U107,1,6490.00,BAHAR15,973.50,5516.50,google,Doğu Anadolu,0.00,0.00
S101475,2026-03-31,M11352,U205,1,1290.00,,0.00,1290.00,organik,Marmara,0.00,94.64
S101476,2026-03-31,M11353,U501,1,1190.00,BAHAR15,178.50,1011.50,instagram,İç Anadolu,0.00,127.43
S101476,2026-03-31,M11353,U102,1,8900.00,BAHAR15,1335.00,7565.00,instagram,İç Anadolu,0.00,0.00
S101477,2026-03-31,M11354,U408,2,690.00,,0.00,1380.00,google,Karadeniz,0.00,137.53
S101478,2026-03-31,M11355,U506,1,890.00,,0.00,890.00,google,Ege,0.00,118.85
S101479,2026-03-31,M11356,U203,1,3990.00,,0.00,3990.00,instagram,Ege,0.00,102.37
S101480,2026-03-31,M11357,U306,2,690.00,,0.00,1380.00,organik,İç Anadolu,0.00,109.98
S101480,2026-03-31,M11357,U504,1,490.00,,0.00,490.00,organik,İç Anadolu,0.00,0.00
S101481,2026-03-31,M11358,U101,1,5490.00,,0.00,5490.00,organik,Ege,0.00,117.39
S101482,2026-03-31,M11359,U103,1,3290.00,,0.00,3290.00,organik,Akdeniz,0.00,127.22
S101482,2026-03-31,M11359,U107,1,6490.00,,0.00,6490.00,organik,Akdeniz,0.00,0.00
S101482,2026-03-31,M11359,U104,1,2490.00,,0.00,2490.00,organik,Akdeniz,0.00,0.00
S101483,2026-03-31,M11360,U206,1,4490.00,,0.00,4490.00,google,Marmara,0.00,100.31
S101484,2026-03-31,M11045,U504,1,490.00,,0.00,490.00,organik,Karadeniz,139.00,136.13
S101485,2026-03-31,M11361,U602,1,290.00,,0.00,290.00,eposta,Marmara,139.00,94.42
S101486,2026-03-31,M11362,U503,1,590.00,BAHAR15,88.50,501.50,google,Marmara,139.00,95.76
S101487,2026-03-31,M11363,U101,1,5490.00,,0.00,5490.00,organik,Karadeniz,0.00,149.73
S101487,2026-03-31,M11363,U306,1,690.00,,0.00,690.00,organik,Karadeniz,0.00,0.00
S101488,2026-03-31,M11313,U408,2,690.00,,0.00,1380.00,organik,Doğu Anadolu,0.00,178.98
S101489,2026-03-31,M11364,U602,1,290.00,,0.00,290.00,instagram,Karadeniz,0.00,146.52
S101489,2026-03-31,M11364,U107,2,6490.00,,0.00,12980.00,instagram,Karadeniz,0.00,0.00
S101490,2026-03-31,M11365,U601,1,1290.00,,0.00,1290.00,organik,Ege,0.00,106.46
S101491,2026-03-31,M11366,U408,1,690.00,,0.00,690.00,organik,İç Anadolu,0.00,110.74
S101491,2026-03-31,M11366,U101,1,5490.00,,0.00,5490.00,organik,İç Anadolu,0.00,0.00
S101492,2026-03-31,M11367,U503,1,590.00,,0.00,590.00,google,Marmara,0.00,112.60
S101492,2026-03-31,M11367,U405,1,1190.00,,0.00,1190.00,google,Marmara,0.00,0.00
S101493,2026-03-31,M11368,U602,1,290.00,,0.00,290.00,organik,Marmara,139.00,93.93
S101494,2026-03-31,M11369,U606,2,490.00,,0.00,980.00,instagram,Doğu Anadolu,0.00,182.48
S101495,2026-03-31,M11370,U605,1,890.00,,0.00,890.00,google,İç Anadolu,0.00,115.95
S101496,2026-03-31,M11371,U606,1,490.00,,0.00,490.00,organik,Marmara,139.00,88.55
S101497,2026-03-31,M11372,U107,2,6490.00,,0.00,12980.00,google,Doğu Anadolu,0.00,190.82
S101497,2026-03-31,M11372,U104,2,2490.00,,0.00,4980.00,google,Doğu Anadolu,0.00,0.00
S101498,2026-03-31,M11373,U107,1,6490.00,,0.00,6490.00,google,İç Anadolu,0.00,106.54
S101499,2026-03-31,M11374,U401,1,6990.00,,0.00,6990.00,organik,Marmara,0.00,102.99
S101500,2026-03-31,M11375,U105,1,1890.00,,0.00,1890.00,organik,Marmara,0.00,102.97
S101501,2026-03-31,M11376,U402,1,9900.00,,0.00,9900.00,organik,İç Anadolu,0.00,114.06
S101502,2026-03-31,M11377,U102,1,8900.00,HOSGELDIN30,2670.00,6230.00,google,İç Anadolu,0.00,130.57
S101502,2026-03-31,M11377,U602,1,290.00,HOSGELDIN30,87.00,203.00,google,İç Anadolu,0.00,0.00
S101503,2026-03-31,M11378,U506,1,890.00,,0.00,890.00,organik,İç Anadolu,0.00,123.09
S101504,2026-03-31,M11200,U502,2,790.00,,0.00,1580.00,google,Akdeniz,0.00,131.23
S101505,2026-03-31,M11379,U402,1,9900.00,HOSGELDIN30,2970.00,6930.00,google,Marmara,0.00,101.57
S101506,2026-03-31,M11380,U102,1,8900.00,,0.00,8900.00,organik,Ege,0.00,117.90
S101507,2026-03-31,M11381,U303,1,1290.00,BAHAR15,193.50,1096.50,instagram,Marmara,0.00,108.11
S101507,2026-03-31,M11381,U201,1,3490.00,BAHAR15,523.50,2966.50,instagram,Marmara,0.00,0.00
S101507,2026-03-31,M11381,U106,1,3990.00,BAHAR15,598.50,3391.50,instagram,Marmara,0.00,0.00
S101508,2026-03-31,M11382,U102,1,8900.00,,0.00,8900.00,instagram,Güneydoğu Anadolu,0.00,203.31
S101508,2026-03-31,M11382,U601,1,1290.00,,0.00,1290.00,instagram,Güneydoğu Anadolu,0.00,0.00
S101509,2026-03-31,M11383,U306,1,690.00,,0.00,690.00,instagram,Akdeniz,139.00,128.70
S101510,2026-03-31,M11384,U501,2,1190.00,,0.00,2380.00,instagram,Marmara,0.00,93.29
S101511,2026-03-31,M11385,U105,2,1890.00,,0.00,3780.00,google,İç Anadolu,0.00,116.09
S101512,2026-03-31,M11386,U303,1,1290.00,HOSGELDIN30,387.00,903.00,eposta,Marmara,0.00,104.72
S101512,2026-03-31,M11386,U201,2,3490.00,HOSGELDIN30,2094.00,4886.00,eposta,Marmara,0.00,0.00
S101513,2026-03-31,M11387,U301,2,2190.00,HOSGELDIN30,1314.00,3066.00,organik,Ege,0.00,103.47
S101514,2026-03-31,M11388,U601,1,1290.00,,0.00,1290.00,google,İç Anadolu,0.00,115.18
S101514,2026-03-31,M11388,U606,1,490.00,,0.00,490.00,google,İç Anadolu,0.00,0.00
S101515,2026-03-31,M11389,U603,1,390.00,,0.00,390.00,instagram,Marmara,0.00,109.92
S101515,2026-03-31,M11389,U606,1,490.00,,0.00,490.00,instagram,Marmara,0.00,0.00
S101516,2026-03-31,M11390,U103,1,3290.00,BAHAR15,493.50,2796.50,organik,Ege,0.00,103.85
S101517,2026-03-31,M11391,U106,1,3990.00,,0.00,3990.00,instagram,Marmara,0.00,96.46
S101518,2026-03-31,M11392,U106,1,3990.00,HOSGELDIN30,1197.00,2793.00,google,Karadeniz,0.00,137.61
S101518,2026-03-31,M11392,U301,1,2190.00,HOSGELDIN30,657.00,1533.00,google,Karadeniz,0.00,0.00
S101518,2026-03-31,M11392,U506,1,890.00,HOSGELDIN30,267.00,623.00,google,Karadeniz,0.00,0.00
S101519,2026-03-31,M11393,U102,1,8900.00,,0.00,8900.00,organik,Marmara,0.00,98.07
S101519,2026-03-31,M11393,U301,1,2190.00,,0.00,2190.00,organik,Marmara,0.00,0.00
S101520,2026-03-31,M11394,U601,1,1290.00,BAHAR15,193.50,1096.50,eposta,İç Anadolu,0.00,113.13
S101520,2026-03-31,M11394,U101,1,5490.00,BAHAR15,823.50,4666.50,eposta,İç Anadolu,0.00,0.00
S101521,2026-04-01,M11395,U202,1,2790.00,,0.00,2790.00,organik,Ege,0.00,110.60
S101521,2026-04-01,M11395,U602,1,290.00,,0.00,290.00,organik,Ege,0.00,0.00
S101521,2026-04-01,M11395,U403,1,2890.00,,0.00,2890.00,organik,Ege,0.00,0.00
S101522,2026-04-01,M11396,U603,1,390.00,BAHAR15,58.50,331.50,instagram,Marmara,0.00,95.07
S101522,2026-04-01,M11396,U305,2,1690.00,BAHAR15,507.00,2873.00,instagram,Marmara,0.00,0.00
S101523,2026-04-01,M11397,U504,1,490.00,,0.00,490.00,organik,Güneydoğu Anadolu,139.00,170.12
S101524,2026-04-01,M11398,U402,1,9900.00,BAHAR15,1485.00,8415.00,organik,İç Anadolu,0.00,120.87
S101525,2026-04-01,M11399,U606,1,490.00,HOSGELDIN30,147.00,343.00,organik,Karadeniz,0.00,147.70
S101525,2026-04-01,M11399,U602,1,290.00,HOSGELDIN30,87.00,203.00,organik,Karadeniz,0.00,0.00
S101525,2026-04-01,M11399,U501,1,1190.00,HOSGELDIN30,357.00,833.00,organik,Karadeniz,0.00,0.00
S101526,2026-04-01,M11400,U305,2,1690.00,,0.00,3380.00,organik,Marmara,0.00,102.04
S101527,2026-04-01,M11401,U407,1,1690.00,,0.00,1690.00,organik,Marmara,0.00,96.88
S101527,2026-04-01,M11401,U104,2,2490.00,,0.00,4980.00,organik,Marmara,0.00,0.00
S101528,2026-04-01,M11402,U406,3,990.00,,0.00,2970.00,google,Marmara,0.00,99.70
S101528,2026-04-01,M11402,U603,1,390.00,,0.00,390.00,google,Marmara,0.00,0.00
S101528,2026-04-01,M11402,U505,1,1390.00,,0.00,1390.00,google,Marmara,0.00,0.00
S101529,2026-04-01,M11403,U503,2,590.00,BAHAR15,177.00,1003.00,google,İç Anadolu,0.00,111.51
S101530,2026-04-01,M11404,U606,3,490.00,,0.00,1470.00,google,Marmara,0.00,97.45
S101531,2026-04-01,M11405,U207,1,5490.00,,0.00,5490.00,organik,Akdeniz,0.00,114.13
S101532,2026-04-01,M11406,U206,1,4490.00,,0.00,4490.00,organik,Marmara,0.00,92.54
S101533,2026-04-01,M11407,U205,2,1290.00,,0.00,2580.00,organik,Ege,0.00,117.95
S101534,2026-04-01,M10032,U405,1,1190.00,,0.00,1190.00,organik,Marmara,0.00,99.12
S101534,2026-04-01,M10032,U207,1,5490.00,,0.00,5490.00,organik,Marmara,0.00,0.00
S101534,2026-04-01,M10032,U606,2,490.00,,0.00,980.00,organik,Marmara,0.00,0.00
S101535,2026-04-01,M11408,U302,1,3690.00,,0.00,3690.00,instagram,Marmara,0.00,94.32
S101536,2026-04-01,M11338,U506,2,890.00,,0.00,1780.00,instagram,Marmara,0.00,102.72
S101537,2026-04-01,M11409,U502,1,790.00,HOSGELDIN30,237.00,553.00,google,Marmara,0.00,110.11
S101537,2026-04-01,M11409,U504,1,490.00,HOSGELDIN30,147.00,343.00,google,Marmara,0.00,0.00
S101538,2026-04-01,M11410,U408,1,690.00,BAHAR15,103.50,586.50,organik,Doğu Anadolu,139.00,179.66
S101539,2026-04-01,M11411,U204,1,2290.00,,0.00,2290.00,google,Marmara,0.00,96.73
S101540,2026-04-01,M11167,U205,2,1290.00,,0.00,2580.00,google,Doğu Anadolu,0.00,173.85
S101541,2026-04-01,M11268,U504,2,490.00,,0.00,980.00,organik,Marmara,0.00,111.13
S101541,2026-04-01,M11268,U205,1,1290.00,,0.00,1290.00,organik,Marmara,0.00,0.00
S101542,2026-04-01,M11412,U502,2,790.00,HOSGELDIN30,474.00,1106.00,instagram,Güneydoğu Anadolu,0.00,201.94
S101542,2026-04-01,M11412,U105,1,1890.00,HOSGELDIN30,567.00,1323.00,instagram,Güneydoğu Anadolu,0.00,0.00
S101542,2026-04-01,M11412,U205,1,1290.00,HOSGELDIN30,387.00,903.00,instagram,Güneydoğu Anadolu,0.00,0.00
S101543,2026-04-01,M11413,U605,2,890.00,,0.00,1780.00,organik,İç Anadolu,0.00,116.42
S101544,2026-04-01,M11414,U404,1,1490.00,HOSGELDIN30,447.00,1043.00,organik,Marmara,0.00,101.32
S101544,2026-04-01,M11414,U505,1,1390.00,HOSGELDIN30,417.00,973.00,organik,Marmara,0.00,0.00
S101545,2026-04-01,M11415,U602,1,290.00,,0.00,290.00,organik,Ege,0.00,119.15
S101545,2026-04-01,M11415,U104,2,2490.00,,0.00,4980.00,organik,Ege,0.00,0.00
S101546,2026-04-01,M11416,U506,1,890.00,HOSGELDIN30,267.00,623.00,instagram,İç Anadolu,139.00,123.59
S101547,2026-04-01,M11417,U503,3,590.00,HOSGELDIN30,531.00,1239.00,google,İç Anadolu,0.00,123.98
S101548,2026-04-01,M11418,U407,1,1690.00,,0.00,1690.00,instagram,Marmara,0.00,106.53
S101549,2026-04-01,M11419,U103,1,3290.00,HOSGELDIN30,987.00,2303.00,organik,İç Anadolu,0.00,106.20
S101550,2026-04-01,M11420,U107,1,6490.00,,0.00,6490.00,organik,Doğu Anadolu,0.00,198.48
S101551,2026-04-01,M11421,U303,1,1290.00,,0.00,1290.00,google,Ege,0.00,124.96
S101551,2026-04-01,M11421,U203,1,3990.00,,0.00,3990.00,google,Ege,0.00,0.00
S101552,2026-04-01,M11422,U404,1,1490.00,HOSGELDIN30,447.00,1043.00,organik,Ege,0.00,111.23
S101552,2026-04-01,M11422,U407,1,1690.00,HOSGELDIN30,507.00,1183.00,organik,Ege,0.00,0.00
S101553,2026-04-01,M11423,U105,1,1890.00,,0.00,1890.00,google,Ege,0.00,113.21
S101554,2026-04-01,M11424,U201,1,3490.00,,0.00,3490.00,google,Marmara,0.00,94.30
S101555,2026-04-01,M11425,U205,1,1290.00,HOSGELDIN30,387.00,903.00,google,İç Anadolu,0.00,119.66
S101555,2026-04-01,M11425,U505,1,1390.00,HOSGELDIN30,417.00,973.00,google,İç Anadolu,0.00,0.00
S101555,2026-04-01,M11425,U103,1,3290.00,HOSGELDIN30,987.00,2303.00,google,İç Anadolu,0.00,0.00
S101556,2026-04-01,M11426,U305,1,1690.00,BAHAR15,253.50,1436.50,organik,Marmara,0.00,99.31
S101557,2026-04-01,M11427,U301,1,2190.00,,0.00,2190.00,organik,Marmara,0.00,114.82
S101557,2026-04-01,M11427,U602,1,290.00,,0.00,290.00,organik,Marmara,0.00,0.00
S101557,2026-04-01,M11427,U601,1,1290.00,,0.00,1290.00,organik,Marmara,0.00,0.00
S101558,2026-04-01,M11428,U601,1,1290.00,,0.00,1290.00,organik,İç Anadolu,0.00,124.40
S101559,2026-04-01,M11315,U404,1,1490.00,,0.00,1490.00,google,Akdeniz,0.00,137.70
S101559,2026-04-01,M11315,U105,2,1890.00,,0.00,3780.00,google,Akdeniz,0.00,0.00
S101560,2026-04-01,M11429,U502,1,790.00,,0.00,790.00,instagram,Ege,0.00,110.80
S101561,2026-04-02,M11430,U505,1,1390.00,HOSGELDIN30,417.00,973.00,google,Ege,0.00,111.08
S101561,2026-04-02,M11430,U602,1,290.00,HOSGELDIN30,87.00,203.00,google,Ege,0.00,0.00
S101562,2026-04-02,M11260,U401,1,6990.00,,0.00,6990.00,organik,Akdeniz,0.00,123.22
S101563,2026-04-02,M11431,U605,2,890.00,,0.00,1780.00,instagram,Marmara,0.00,98.44
S101563,2026-04-02,M11431,U504,3,490.00,,0.00,1470.00,instagram,Marmara,0.00,0.00
S101563,2026-04-02,M11431,U206,1,4490.00,,0.00,4490.00,instagram,Marmara,0.00,0.00
S101564,2026-04-02,M11432,U405,1,1190.00,,0.00,1190.00,instagram,Marmara,0.00,101.80
S101565,2026-04-02,M11433,U202,1,2790.00,,0.00,2790.00,organik,Doğu Anadolu,0.00,190.59
S101566,2026-04-02,M11434,U605,1,890.00,HOSGELDIN30,267.00,623.00,instagram,İç Anadolu,0.00,123.40
S101566,2026-04-02,M11434,U104,1,2490.00,HOSGELDIN30,747.00,1743.00,instagram,İç Anadolu,0.00,0.00
S101566,2026-04-02,M11434,U103,1,3290.00,HOSGELDIN30,987.00,2303.00,instagram,İç Anadolu,0.00,0.00
S101567,2026-04-02,M11435,U105,1,1890.00,,0.00,1890.00,google,Marmara,0.00,103.15
S101567,2026-04-02,M11435,U602,1,290.00,,0.00,290.00,google,Marmara,0.00,0.00
S101568,2026-04-02,M11348,U603,1,390.00,,0.00,390.00,organik,Akdeniz,0.00,142.18
S101568,2026-04-02,M11348,U602,1,290.00,,0.00,290.00,organik,Akdeniz,0.00,0.00
S101568,2026-04-02,M11348,U103,1,3290.00,,0.00,3290.00,organik,Akdeniz,0.00,0.00
S101569,2026-04-02,M11436,U403,1,2890.00,,0.00,2890.00,organik,İç Anadolu,0.00,108.03
S101570,2026-04-02,M10754,U503,3,590.00,,0.00,1770.00,organik,Akdeniz,0.00,121.34
S101571,2026-04-02,M11437,U403,1,2890.00,,0.00,2890.00,google,Marmara,0.00,110.09
S101571,2026-04-02,M11437,U302,1,3690.00,,0.00,3690.00,google,Marmara,0.00,0.00
S101572,2026-04-02,M11438,U103,1,3290.00,,0.00,3290.00,instagram,Akdeniz,0.00,113.38
S101573,2026-04-02,M11252,U107,1,6490.00,,0.00,6490.00,google,Marmara,0.00,93.16
S101574,2026-04-02,M11439,U408,1,690.00,,0.00,690.00,google,Doğu Anadolu,0.00,211.74
S101574,2026-04-02,M11439,U603,1,390.00,,0.00,390.00,google,Doğu Anadolu,0.00,0.00
S101575,2026-04-02,M11308,U501,1,1190.00,,0.00,1190.00,google,Marmara,0.00,102.01
S101575,2026-04-02,M11308,U606,1,490.00,,0.00,490.00,google,Marmara,0.00,0.00
S101576,2026-04-02,M11061,U504,1,490.00,HOSGELDIN30,147.00,343.00,organik,Ege,0.00,113.31
S101576,2026-04-02,M11061,U404,1,1490.00,HOSGELDIN30,447.00,1043.00,organik,Ege,0.00,0.00
S101577,2026-04-02,M11385,U605,3,890.00,,0.00,2670.00,organik,Güneydoğu Anadolu,0.00,187.00
S101577,2026-04-02,M11385,U606,1,490.00,,0.00,490.00,organik,Güneydoğu Anadolu,0.00,0.00
S101578,2026-04-02,M11440,U503,1,590.00,,0.00,590.00,google,Marmara,139.00,99.43
S101579,2026-04-02,M11441,U505,1,1390.00,,0.00,1390.00,google,Marmara,0.00,91.18
S101580,2026-04-02,M11442,U501,1,1190.00,HOSGELDIN30,357.00,833.00,instagram,İç Anadolu,0.00,105.46
S101581,2026-04-02,M11443,U602,1,290.00,,0.00,290.00,instagram,Marmara,0.00,105.71
S101581,2026-04-02,M11443,U502,1,790.00,,0.00,790.00,instagram,Marmara,0.00,0.00
S101582,2026-04-02,M11444,U304,1,2490.00,BAHAR15,373.50,2116.50,organik,Doğu Anadolu,0.00,187.05
S101582,2026-04-02,M11444,U306,1,690.00,BAHAR15,103.50,586.50,organik,Doğu Anadolu,0.00,0.00
S101583,2026-04-02,M11445,U107,1,6490.00,HOSGELDIN30,1947.00,4543.00,google,Karadeniz,0.00,125.38
S101584,2026-04-02,M11446,U502,2,790.00,BAHAR15,237.00,1343.00,google,Karadeniz,0.00,125.80
S101585,2026-04-02,M11447,U602,1,290.00,,0.00,290.00,organik,Akdeniz,139.00,123.21
S101586,2026-04-02,M11448,U405,1,1190.00,,0.00,1190.00,instagram,Marmara,0.00,93.95
S101587,2026-04-02,M11347,U605,1,890.00,,0.00,890.00,organik,Akdeniz,0.00,114.14
S101587,2026-04-02,M11347,U606,1,490.00,,0.00,490.00,organik,Akdeniz,0.00,0.00
S101588,2026-04-02,M11449,U207,1,5490.00,HOSGELDIN30,1647.00,3843.00,organik,Doğu Anadolu,0.00,178.62
S101589,2026-04-02,M11450,U105,1,1890.00,,0.00,1890.00,organik,Marmara,0.00,101.53
S101590,2026-04-02,M11451,U505,3,1390.00,,0.00,4170.00,google,Ege,0.00,103.25
S101591,2026-04-02,M11452,U406,1,990.00,,0.00,990.00,organik,Marmara,0.00,93.84
S101591,2026-04-02,M11452,U605,1,890.00,,0.00,890.00,organik,Marmara,0.00,0.00
S101592,2026-04-02,M11453,U104,1,2490.00,,0.00,2490.00,google,Akdeniz,0.00,121.04
S101593,2026-04-02,M11454,U205,1,1290.00,,0.00,1290.00,instagram,İç Anadolu,0.00,116.49
S101593,2026-04-02,M11454,U206,1,4490.00,,0.00,4490.00,instagram,İç Anadolu,0.00,0.00
S101594,2026-04-02,M11455,U604,1,590.00,,0.00,590.00,organik,Marmara,0.00,109.62
S101594,2026-04-02,M11455,U501,1,1190.00,,0.00,1190.00,organik,Marmara,0.00,0.00
S101595,2026-04-02,M11456,U604,1,590.00,,0.00,590.00,google,İç Anadolu,139.00,119.73
S101596,2026-04-02,M11457,U201,1,3490.00,,0.00,3490.00,organik,Marmara,0.00,91.10
S101597,2026-04-02,M11458,U103,2,3290.00,HOSGELDIN30,1974.00,4606.00,organik,İç Anadolu,0.00,117.69
S101598,2026-04-02,M11459,U205,1,1290.00,,0.00,1290.00,instagram,Marmara,0.00,94.82
S101598,2026-04-02,M11459,U406,2,990.00,,0.00,1980.00,instagram,Marmara,0.00,0.00
S101599,2026-04-02,M11460,U104,1,2490.00,,0.00,2490.00,instagram,Ege,0.00,120.69
S101600,2026-04-02,M11461,U105,1,1890.00,,0.00,1890.00,organik,İç Anadolu,0.00,121.46
S101601,2026-04-02,M11462,U205,1,1290.00,HOSGELDIN30,387.00,903.00,google,Marmara,0.00,106.32
S101602,2026-04-02,M11463,U205,1,1290.00,,0.00,1290.00,organik,Ege,0.00,121.86
S101602,2026-04-02,M11463,U602,1,290.00,,0.00,290.00,organik,Ege,0.00,0.00
S101602,2026-04-02,M11463,U501,1,1190.00,,0.00,1190.00,organik,Ege,0.00,0.00
S101603,2026-04-02,M11464,U207,1,5490.00,,0.00,5490.00,instagram,Ege,0.00,119.81
S101604,2026-04-02,M11465,U405,1,1190.00,,0.00,1190.00,organik,Karadeniz,0.00,127.67
S101604,2026-04-02,M11465,U102,1,8900.00,,0.00,8900.00,organik,Karadeniz,0.00,0.00
S101605,2026-04-02,M11466,U301,1,2190.00,,0.00,2190.00,google,Marmara,0.00,95.49
S101606,2026-04-02,M11467,U503,1,590.00,BAHAR15,88.50,501.50,organik,Akdeniz,0.00,135.13
S101606,2026-04-02,M11467,U306,1,690.00,BAHAR15,103.50,586.50,organik,Akdeniz,0.00,0.00
S101607,2026-04-02,M11468,U506,1,890.00,HOSGELDIN30,267.00,623.00,instagram,Marmara,0.00,101.72
S101607,2026-04-02,M11468,U404,1,1490.00,HOSGELDIN30,447.00,1043.00,instagram,Marmara,0.00,0.00
S101608,2026-04-02,M11469,U104,1,2490.00,,0.00,2490.00,google,Akdeniz,0.00,121.22
S101608,2026-04-02,M11469,U105,1,1890.00,,0.00,1890.00,google,Akdeniz,0.00,0.00
S101609,2026-04-02,M11470,U106,1,3990.00,HOSGELDIN30,1197.00,2793.00,organik,Karadeniz,0.00,142.89
S101610,2026-04-02,M10118,U404,1,1490.00,,0.00,1490.00,organik,Karadeniz,0.00,142.31
S101610,2026-04-02,M10118,U407,1,1690.00,,0.00,1690.00,organik,Karadeniz,0.00,0.00
S101611,2026-04-02,M11471,U403,1,2890.00,,0.00,2890.00,organik,Ege,0.00,112.63
S101612,2026-04-02,M11472,U603,1,390.00,BAHAR15,58.50,331.50,instagram,İç Anadolu,139.00,112.36
S101613,2026-04-02,M11473,U602,1,290.00,,0.00,290.00,google,Doğu Anadolu,139.00,201.23
S101614,2026-04-02,M11474,U501,2,1190.00,,0.00,2380.00,instagram,İç Anadolu,0.00,123.20
S101614,2026-04-02,M11474,U201,1,3490.00,,0.00,3490.00,instagram,İç Anadolu,0.00,0.00
S101615,2026-04-02,M11475,U405,1,1190.00,BAHAR15,178.50,1011.50,organik,Marmara,0.00,110.79
S101615,2026-04-02,M11475,U306,1,690.00,BAHAR15,103.50,586.50,organik,Marmara,0.00,0.00
S101616,2026-04-02,M11476,U404,3,1490.00,BAHAR15,670.50,3799.50,instagram,Marmara,0.00,103.65
S101616,2026-04-02,M11476,U501,1,1190.00,BAHAR15,178.50,1011.50,instagram,Marmara,0.00,0.00
S101616,2026-04-02,M11476,U502,1,790.00,BAHAR15,118.50,671.50,instagram,Marmara,0.00,0.00
S101617,2026-04-02,M11477,U602,1,290.00,,0.00,290.00,organik,Marmara,0.00,108.37
S101617,2026-04-02,M11477,U401,1,6990.00,,0.00,6990.00,organik,Marmara,0.00,0.00
S101618,2026-04-02,M11478,U506,1,890.00,BAHAR15,133.50,756.50,organik,Marmara,0.00,98.29
S101618,2026-04-02,M11478,U405,1,1190.00,BAHAR15,178.50,1011.50,organik,Marmara,0.00,0.00
S101619,2026-04-02,M11364,U604,1,590.00,,0.00,590.00,instagram,Akdeniz,0.00,126.27
S101619,2026-04-02,M11364,U406,2,990.00,,0.00,1980.00,instagram,Akdeniz,0.00,0.00
S101619,2026-04-02,M11364,U503,1,590.00,,0.00,590.00,instagram,Akdeniz,0.00,0.00
S101620,2026-04-02,M11479,U105,1,1890.00,,0.00,1890.00,google,Marmara,0.00,102.24
S101620,2026-04-02,M11479,U501,3,1190.00,,0.00,3570.00,google,Marmara,0.00,0.00
S101621,2026-04-02,M11480,U504,1,490.00,,0.00,490.00,organik,Ege,0.00,115.38
